"","x"
"1320","us politicians still call for more internet control
 lt learn about netneutrality"
"1321","us politicians still call for more internet control
 lt learn about netneutrality"
"1322","heykelli r of tx sez free marketers dont shill for cable monopolies netneutrality"
"1323","us politicians still call for more internet control
 lt learn about netneutrality"
"1324","heymike b of ma sez fast lanes hurt innovation support netneutrality"
"1325","citizens are watching dont let us down savetheinterent protect netneutrality"
"1326","heydan c of ma sez big cable gets billions in subsidies stand with the people netneutrality"
"1327","citizens are watching dont let us down savetheinterent protect netneutrality"
"1328","conservative voters support netneutralitymatthew f of pa wants to know why you dont too"
"1329","us politicians still call for more internet control
 lt learn about netneutrality"
"1330","do you stand with big cable or support netneutralityjess t of ny wants to know"
"1331","heysteve amp nancy g of ny sez conservative voters support netneutrality why dont you"
"1332","do you stand with big cable or support netneutralityrigoberto c of il wants to know"
"1333","conservative voters support netneutralitymichael d of ia wants to know why you dont too"
"1334","heykenneth w c of in sez strong netneutrality enables innovation"
"1335","heymatthew s of oh sez strong netneutrality enables innovation"
"1336","do you stand with big cable or support netneutralitylindar g of ca wants to know"
"1337","heymarcus p b of tx wants you to support netneutrality not big cable"
"1338","are you in joburgis you guys should meet amp talk netneutrality and being digital superheroes"
"1339","free marketers dont shill for cable monopoliesmartin m of oh sez support netneutrality"
"1340","heyskyler l of ny sez netneutrality should not be partisan its about innovation"
"1341","heylaura s of mi wants to know why you arent siding with millions on netneutrality"
"1342","do you stand with big cable or support netneutralitymartha a of wa wants to know"
"1343","netneutralityis outstories"
"1344","conservative voters support netneutralitysonja s of oh wants to know why you dont too"
"1345","we support netneutrality"
"1346","heyskyler l of ny sez netneutrality should not be partisan its about innovation"
"1347","heyjohn a of il sez conservative voters support netneutrality why dont you"
"1348","heyseth b of mi sez netneutrality should not be partisan its about innovation"
"1349","airtel is spying on u 
indian coder receives legal notice from israel company for exposing it
netneutrality"
"1350","free marketers dont shill for cable monopoliesjustin m of id sez support netneutrality"
"1351","heylindsay p of ma wants to know why you arent siding with millions on netneutrality"
"1352","digichief should also speak about what consumers really think about netneutrality"
"1353","heyjosu a of 
 sez netneutrality should not be partisan its about innovation"
"1354","heyscot c of ca sez you should side with the public on netneutrality not big cable"
"1355","heyprescott h p of me sez conservative voters support netneutrality why dont you"
"1356","nancy t of ny wants you to support netneutralitynot big cable"
"1357","eu parliament must standnetneutralityeu commission tries to rip citizens off net neutrality"
"1358","moving tofromairtel stop sucking the money out of customers airtel netneutrality"
"1359","conservative voters support netneutralityjessica h of wa wants to know why you dont too"
"1360","conservative voters support netneutralityjohn s of ca wants to know why you dont too"
"1361","heymark w of nc wants to know if you stand with big cable or support netneutrality"
"1362","eu digichief to meet ministers and sort out the netneutrality thing"
"1363","heyaaron m of ma sez netneutrality is the only way for a free market of internet services"
"1364","gb g data is for rs from rs overnight such a rip off this much for netneutrality one way or other airtel"
"1365","heyjudith a of sc sez you should side with the public on netneutrality not big cable"
"1366","heyjoanna m of oh wants to know if you stand with big cable or support netneutrality"
"1367","free marketers dont shill for cable monopoliesjessica m of il sez support netneutrality"
"1368","heysusan s of co wants you to support netneutrality not big cable"
"1369","berec publishes its report on how consumers value netneutrality"
"1370","conservative voters support netneutralitystephen h of ct wants to know why you dont too"
"1371","fast lanes hurt innovationmelinda r of ky sez support netneutrality"
"1372","whats the fix to netneutralityasked consumers its transparency an prioritization is ok"
"1373","fast lanes hurt innovationtimothy m of ia sez support netneutrality"
"1374","do you stand with big cable or support netneutralitykathy s of tx wants to know"
"1375","suzanne c of co sez side with the public on netneutralitynot big cable"
"1376","how do consumers value netneutrality in an evolving internet marketplace readreport"
"1377","do you stand with big cable or support netneutralitystephen b of fl wants to know"
"1378","heysteven l of ny sez conservative voters support netneutrality why dont you"
"1379","report on how consumers value netneutralitymore education and more choices are needed"
"1380","conservative voters support netneutralitymitchell a of ks wants to know why you dont too"
"1381","heymedea z of nj sez strong netneutrality enables innovation"
"1382","heyjim p of ca sez netneutrality is the only way for a free market of internet services"
"1383","heysha t of az sez netneutrality should not be partisan its about innovation"
"1384","free marketers dont shill for cable monopoliesrobert c of ny sez support netneutrality"
"1385","do you stand with big cable or support netneutralitymathias s of md wants to know"
"1386","heymary b of il sez conservative voters support netneutrality why dont you"
"1387","heymarian b of il wants you to support netneutrality not big cable"
"1388","heymichelle l of pa wants to know why you arent siding with millions on netneutrality"
"1389","heykenneth w of ca sez conservative voters support netneutrality why dont you"
"1390","heyjennifer s of fl wants to know if you stand with big cable or support netneutrality"
"1391","do you stand with big cable or support netneutralitystefanie h of mn wants to know"
"1392","heyrichard c of tx wants to know why you arent siding with millions on netneutrality"
